cohort_groupings,n_pairs,addRel_min,addRel_max,mtdna,cnu,age_k1_meanFunction,USA_flag_10_k1_meanFunction,USA_flag_10_polychorFunction_rho,USA_flag_10_polychorFunction_se,USA_flag_10_polychorFunction_chisq,USA_flag_10_polychorFunction_df,USA_flag_10_ml_polychorFunction
1919,194137,0.034375,0.05625,1,0,63.9591460383608,0.335272206451347,0.0153662915258481,0.00269165237972991,0.00000799994450062513,0,0.0153774102992268
,153,0.034375,0.05625,1,0,63.3137254901961,0.379084967320261,,,,,
1717,11,0.034375,0.05625,0,0,69.0909090909091,0.181818181818182,-0.920852626953064,5.46348296700455,0.00000955670866886749,0,-0.974067188252649
1718,80410,0.034375,0.05625,0,0,61.1023277224151,0.217618772122999,-0.0261765783466004,0.00492068422933815,0.00000800006091594696,0,-0.0261768921926951
1719,174968,0.034375,0.05625,0,0,65.1833525760468,0.256794103441279,-0.0837400329288362,0.00311598401045914,0.0000080533791333437,0,-0.0837413968442449
1818,1557344,0.034375,0.05625,0,0,54.9241692526569,0.210179058762842,0.0103327884419553,0.00113142266660198,0.00000799912959337235,0,0.0103296041047299
1819,4243444,0.034375,0.05625,0,0,59.4059551365033,0.275735229950258,-0.0279281673559373,0.000615595815062811,0.00000800192356109619,0,-0.0279283940524057
1919,2091612,0.034375,0.05625,0,0,64.0651815611539,0.342912437133844,0.0127249353592138,0.000815019639756384,0.00000800006091594696,0,0.0127420676640634
,4990,0.034375,0.05625,0,0,60.2589697334135,0.29585087191822,,,,,
1717,21,0.05625,0.06875,1,0,67.3571428571429,0.214285714285714,0.491554616335918,0.239481828675493,0.00000800001174638965,0,0.491555820685603
1718,97340,0.05625,0.06875,1,0,60.7401506819747,0.201554172469973,-0.0248516865914921,0.00462903268856145,0.00000800006091594696,0,-0.0248519719860531
1719,84861,0.05625,0.06875,1,0,64.7470477312905,0.249599255085924,-0.102012392650898,0.00452624208694183,0.0000081402831710875,0,-0.102017096592596
1818,1080679,0.05625,0.06875,1,0,55.5296738626038,0.2138786554407,0.00492175403681341,0.00134826770967681,0.00000800006091594696,0,0.00493230349782537
1819,2568759,0.05625,0.06875,1,0,59.9432091815566,0.274744046917508,-0.0254772323419093,0.000792180318962376,0.00000800378620624542,0,-0.0254774588975711
1919,671648,0.05625,0.06875,1,0,63.4121077288255,0.330631576595697,0.0163326697135787,0.00145306074689909,0.00000800006091594696,0,0.0163418630353868
,81241,0.05625,0.06875,1,0,59.5907361109401,0.273253593821214,,,,,
1717,113,0.05625,0.06875,0,0,63.6194690265487,0.18141592920354,0.153198200480196,0.136223778621076,0.00000800100229980671,0,0.153203531545198
1718,1535305,0.05625,0.06875,0,0,61.1210188634,0.210489034280296,-0.0117320858173552,0.00114100293096627,0.00000800006091594696,0,-0.0117321657989126
1719,1849989,0.05625,0.06875,0,0,65.0693809061346,0.257590252212328,-0.0739491053979476,0.000957213276456713,0.00000979006290435791,0,-0.073952025315346
